sec,comfort,,,,,,
52020,92.1440167914084,93.1440167914084,92.1440167914084,,,,
52080,92.1440167914084,93.1440167914084,92.1440167914084,,,,
52140,92.1440167914084,93.1440167914084,92.1440167914084,,,,
52200,92.394553312791,93.394553312791,92.394553312791,,,,
52260,92.376657846978,93.376657846978,92.376657846978,,,,
52320,92.376657846978,93.376657846978,92.376657846978,,,,
52380,92.376657846978,93.376657846978,92.376657846978,,,,
52440,92.0745810136867,,,,,,
52500,92.0745810136867,,,,,,
52560,92.6472359197042,,,,,,
52620,92.6472359197042,,,,,,
52680,93.8999185266174,,,,,,
52740,93.8999185266174,,,,,,
52800,94.4009915693826,,,,,,
52860,94.4009915693826,,,,,,
52920,94.4009915693826,,,,,,
52980,94.4009915693826,,,,,,
53040,94.4009915693826,,,,,,
53100,94.4009915693826,,,,,,
53160,94.4009915693826,,,,,,
53220,94.4009915693826,,,,,,
53280,94.4009915693826,,,,,,
53340,94.4009915693826,,,,,,
53400,94.4302747356236,,,,,,
53460,94.4302747356236,,,,,,
53520,94.4449163187441,,,,,,
53580,94.4449163187441,,,,,,
53640,94.5181242343466,,,,,,
53700,94.5181242343466,,,,,,
53760,94.5181242343466,,,,,,
53820,94.5116168640708,,,,,,
53880,94.566929511415,,,,,,
53940,94.5503357172117,,,,,,
54000,94.4118354743685,,,,,,
54060,94.4118354743685,,,,,,
54120,94.4118354743685,,,,,,
54180,94.4118354743685,,,,,,
54240,94.2567414373221,,,,,,
54300,94.2567414373221,,,,,,
54360,94.115253953417,,,,,,
54420,94.115253953417,,,,,,
54480,94.138499367722,,,,,,
54540,94.138499367722,,,,,,
54600,94.115253953417,,,,,,
54660,94.115253953417,,,,,,
54720,93.8078513866444,,,,,,
54780,93.8078513866444,,,,,,
54840,93.6371791773684,,,,,,
54900,93.6703884118039,,,,,,
54960,93.4854926539704,,,,,,
55020,93.4854926539704,,,,,,
55080,93.4530265348772,,,,,,
55140,93.4530265348772,,,,,,
55200,93.5621680148262,,,,,,
55260,93.5621680148262,,,,,,
55320,93.572990054524,,,,,,
55380,93.572990054524,,,,,,
55440,93.572990054524,,,,,,
55500,93.572990054524,,,,,,
55560,93.7145976535664,,,,,,
55620,93.7145976535664,,,,,,
55680,93.7145976535664,,,,,,
55740,93.7145976535664,,,,,,
55800,93.572990054524,,,,,,
55860,93.572990054524,,,,,,
55920,93.4313824554816,,,,,,
55980,93.4313824554816,,,,,,
56040,93.0065596583546,,,,,,
56100,93.0065596583546,,,,,,
56160,92.8649520593122,,,,,,
56220,93.0288506562554,,,,,,
56280,92.7305152923078,,,,,,
56340,92.7305152923078,,,,,,
56400,92.5754212552614,,,,,,
56460,92.5754212552614,,,,,,
56520,92.5103574159953,,,,,,
56580,92.5103574159953,,,,,,
56640,92.5216713665885,,,,,,
56700,92.5216713665885,,,,,,
56760,92.5216713665885,,,,,,
56820,92.5216713665885,,,,,,
56880,92.6584017240851,,,,,,
56940,92.6584017240851,,,,,,
57000,92.6697156746782,,,,,,
57060,92.6697156746782,,,,,,
57120,92.9771182414508,,,,,,
57180,92.2362689508092,,,,,,
57240,92.7300497005057,,,,,,
57300,92.7300497005057,,,,,,
57360,93.1628686741818,,,,,,
57420,93.1628686741818,,,,,,
57480,93.7223895538984,,,,,,
57540,93.6900751722087,,,,,,
57600,93.6420840066975,,,,,,
57660,93.6420840066975,,,,,,
57720,93.8049327455962,,,,,,
57780,93.8049327455962,,,,,,
57840,93.8214637889647,,,,,,
57900,93.4200367591247,,,,,,
57960,93.3733246253029,,,,,,
58020,93.3733246253029,,,,,,
58080,93.3733246253029,,,,,,
58140,93.3733246253029,,,,,,
58200,93.2063778781113,,,,,,
58260,93.2063778781113,,,,,,
58320,93.253788718692,,,,,,
58380,93.253788718692,,,,,,
58440,93.0986946816456,,,,,,
58500,93.0986946816456,,,,,,
58560,93.1342528120811,,,,,,
58620,93.1342528120811,,,,,,
58680,93.2144597476901,,,,,,
58740,93.2144597476901,,,,,,
58800,93.3687682343741,,,,,,
58860,93.0044769690745,,,,,,
58920,92.8628693700322,,,,,,
58980,92.8628693700322,,,,,,
59040,93.1412543514223,,,,,,
59100,93.1412543514223,,,,,,
59160,93.1412543514223,,,,,,
59220,93.1412543514223,,,,,,
59280,92.8016216339665,,,,,,
59340,92.8016216339665,,,,,,
59400,93.058036119755,,,,,,
59460,93.058036119755,,,,,,
59520,92.9119577159624,,,,,,
59580,92.9119577159624,,,,,,
59640,93.0061805128699,,,,,,
59700,93.0061805128699,,,,,,
59760,92.9958093914929,,,,,,
59820,92.9958093914929,,,,,,
59880,93.0321041255646,,,,,,
59940,93.0321041255646,,,,,,
60000,93.0121915725207,,,,,,
60060,93.0121915725207,,,,,,
60120,93.1424705636397,,,,,,
60180,93.1424705636397,,,,,,
60240,93.5189074611156,,,,,,
60300,93.5189074611156,,,,,,
60360,93.7695091668317,,,,,,
60420,93.7695091668317,,,,,,
60480,93.4989949080718,,,,,,
60540,93.4989949080718,,,,,,
60600,93.5089511845937,,,,,,
60660,93.5089511845937,,,,,,
60720,93.1181142112368,,,,,,
60780,93.1181142112368,,,,,,
60840,92.9185825841881,,,,,,
60900,92.9957376186568,,,,,,
60960,92.8541300196144,,,,,,
61020,92.8541300196144,,,,,,
61080,92.9185825841881,,,,,,
61140,92.9185825841881,,,,,,
61200,92.7828753017725,,,,,,
61260,92.7828753017725,,,,,,
61320,92.7828753017725,,,,,,
61380,92.7828753017725,,,,,,
61440,92.7828753017725,,,,,,
61500,92.7828753017725,,,,,,
61560,92.7125224205721,,,,,,
61620,92.7125224205721,,,,,,
61680,92.7233444602698,,,,,,
61740,92.7233444602698,,,,,,
61800,92.9431763896714,,,,,,
61860,92.9431763896714,,,,,,
61920,93.5466675726235,,,,,,
61980,93.5466675726235,,,,,,
62040,94.0021144474858,,,,,,
62100,94.0021144474858,,,,,,
62160,94.0021144474859,,,,,,
62220,94.0021144474859,,,,,,
62280,94.0021144474859,,,,,,
62340,94.0021144474859,,,,,,
62400,94.013428398079,,,,,,
62460,94.013428398079,,,,,,
62520,94.1614727061687,,,,,,
62580,94.1614727061687,,,,,,
62640,94.1727866567618,,,,,,
62700,94.1727866567618,,,,,,
62760,94.1727866567618,,,,,,
62820,94.1727866567618,,,,,,
62880,94.0247423486721,,,,,,
62940,94.0068257191144,,,,,,
63000,93.9949730089693,,,,,,
63060,93.9949730089693,,,,,,
63120,94.0360562992652,,,,,,
63180,94.0360562992652,,,,,,
63240,94.0699981510445,,,,,,
63300,94.0699981510445,,,,,,
63360,94.0699981510445,,,,,,
63420,94.0699981510445,,,,,,
63480,94.0813121016376,,,,,,
63540,94.0813121016376,,,,,,
63600,94.0813121016376,,,,,,
63660,94.0813121016376,,,,,,
63720,94.0813121016376,,,,,,
63780,94.0813121016376,,,,,,
63840,93.9644256495863,,,,,,
63900,93.9644256495863,,,,,,
63960,93.9332677935479,,,,,,
64020,93.9332677935479,,,,,,
64080,93.7440484856023,,,,,,
64140,93.7440484856023,,,,,,
64200,93.5889544485559,,,,,,
64260,93.5889544485559,,,,,,
64320,93.5771017384107,,,,,,
64380,93.5771017384107,,,,,,
64440,93.5178381876849,,,,,,
64500,93.6729322247313,,,,,,
64560,93.649226804441,,,,,,
64620,93.649226804441,,,,,,
64680,93.7744873050926,,,,,,
64740,93.7744873050926,,,,,,
64800,93.7620419594402,,,,,,
64860,93.7620419594402,,,,,,
64920,93.8998327577576,,,,,,
64980,93.8998327577576,,,,,,
65040,93.886732393913,,,,,,
65100,93.8581624397202,,,,,,
65160,94.039105482941,,,,,,
65220,94.0877394372376,,,,,,
65280,94.0877394372376,,,,,,
65340,94.102656205435,,,,,,
65400,93.7924681313422,,,,,,
65460,93.7924681313422,,,,,,
65520,93.327186020203,,,,,,
65580,93.2279510552578,,,,,,
65640,93.0799067471681,,,,,,
65700,93.0799067471681,,,,,,
65760,93.0799067471681,,,,,,
65820,93.0799067471681,,,,,,
65880,92.8500511989187,,,,,,
65940,92.8500511989187,,,,,,
66000,92.6949571618723,,,,,,
66060,92.6949571618723,,,,,,
66120,92.3966217979246,,,,,,
66180,92.3966217979246,,,,,,
66240,92.4084745080698,,,,,,
66300,92.3088486550042,,,,,,
66360,92.3088486550042,,,,,,
66420,92.3088486550042,,,,,,
66480,92.2118362338816,,,,,,
66540,92.2118362338816,,,,,,
66600,92.2711595362412,,,,,,
66660,92.2711595362412,,,,,,
66720,92.6330456226828,,,,,,
66780,92.5144072191682,,,,,,
66840,93.0891674741048,,,,,,
66900,93.0891674741048,,,,,,
66960,93.0891674741048,,,,,,
67020,93.0891674741048,,,,,,
67080,93.2807542257504,,,,,,
67140,93.1951827097078,,,,,,
67200,93.1951827097078,,,,,,
67260,93.1951827097078,,,,,,
67320,93.2107393917734,,,,,,
67380,93.2107393917734,,,,,,
67440,93.4143003153967,,,,,,
67500,93.5656525503293,,,,,,
67560,93.5656525503293,,,,,,
67620,93.5656525503293,,,,,,
67680,93.5988401387358,,,,,,
67740,93.6489746031512,,,,,,
67800,93.8989407616169,,,,,,
67860,93.8989407616169,,,,,,
67920,93.9614323012333,,,,,,
67980,93.9614323012333,,,,,,
68040,94.1649932248567,,,,,,
68100,94.1935170635375,,,,,,
68160,94.1935170635375,,,,,,
68220,94.1935170635375,,,,,,
68280,94.5766905668286,,,,,,
68340,94.5721150721035,,,,,,
68400,94.5787822215601,,,,,,
68460,94.5787822215601,,,,,,
68520,94.5787822215601,,,,,,
68580,94.5924584255738,,,,,,
68640,94.5733117399547,,,,,,
68700,94.5733117399547,,,,,,
68760,94.5733117399547,,,,,,
68820,94.5733117399547,,,,,,
68880,94.5541650543356,,,,,,
68940,94.5461872686609,,,,,,
69000,94.4632182976448,,,,,,
69060,94.4632182976448,,,,,,
69120,94.4217338121367,,,,,,
69180,94.4217338121367,,,,,,
69240,94.4217338121367,,,,,,
69300,94.4217338121367,,,,,,
69360,94.4217338121367,,,,,,
69420,94.4217338121367,,,,,,
69480,94.4217338121367,,,,,,
69540,94.4217338121367,,,,,,
69600,94.4424760548907,,,,,,
69660,94.4424760548907,,,,,,
69720,94.4424760548907,,,,,,
69780,94.4424760548907,,,,,,
69840,94.4632182976448,,,,,,
69900,94.4632182976448,,,,,,
69960,94.4632182976448,,,,,,
70020,94.4632182976448,,,,,,
70080,94.4632182976448,,,,,,
70140,94.4632182976448,,,,,,
70200,94.1918037328136,,,,,,
70260,94.1501587555756,,,,,,
70320,93.2618929070372,,,,,,
70380,93.2618929070372,,,,,,
70440,92.4965880852078,,,,,,
70500,92.4965880852078,,,,,,
70560,92.1708906074104,,,,,,
70620,92.1708906074104,,,,,,
70680,92.1708906074104,,,,,,
70740,92.1708906074104,,,,,,
70800,92.1708906074104,,,,,,
70860,92.2849876980773,,,,,,
70920,91.9231016116357,,,,,,
70980,91.9231016116357,,,,,,
71040,92.0204872141641,,,,,,
71100,92.0204872141641,,,,,,
71160,92.0204872141641,,,,,,
71220,92.0204872141641,,,,,,
71280,91.6448570329831,,,,,,
71340,91.6448570329831,,,,,,
71400,92.0745810136867,,,,,,
71460,92.0745810136867,,,,,,
71520,92.5398631248259,,,,,,
71580,92.5398631248259,,,,,,
71640,93.0982016581929,,,,,,
71700,93.0982016581929,,,,,,
71760,92.7725041803955,,,,,,
71820,92.7725041803955,,,,,,
71880,93.5867478748891,,,,,,
71940,93.3153333100579,,,,,,
72000,94.4009915693826,,,,,,
72060,94.4009915693826,,,,,,
72120,94.4009915693826,,,,,,
72180,94.4009915693826,,,,,,
72240,94.4009915693826,,,,,,
72300,94.4009915693826,,,,,,
72360,94.6498984824311,,,,,,
72420,94.6498984824311,,,,,,
72480,94.6498984824311,,,,,,
72540,94.6498984824311,,,,,,
72600,94.6498984824311,,,,,,
72660,0,,,,,,
72720,0,,,,,,
72780,0,,,,,,
72840,0,,,,,,
72900,0,,,,,,
72960,0,,,,,,
73020,0,,,,,,
73080,0,,,,,,
73140,0,,,,,,
73200,0,,,,,,
73260,0,,,,,,
73320,0,,,,,,
73380,0,,,,,,
73440,0,,,,,,
73500,0,,,,,,
73560,0,,,,,,
73620,0,,,,,,
73680,0,,,,,,
73740,0,,,,,,
73800,0,,,,,,
73860,0,,,,,,
73920,0,,,,,,
73980,0,,,,,,
74040,0,,,,,,
74100,0,,,,,,
74160,0,,,,,,
74220,0,,,,,,
74280,0,,,,,,
74340,0,,,,,,
74400,0,,,,,,
74460,0,,,,,,
74520,0,,,,,,
74580,0,,,,,,
74640,0,,,,,,
74700,0,,,,,,
74760,0,,,,,,
74820,0,,,,,,
74880,0,,,,,,
74940,0,,,,,,
75000,0,,,,,,
75060,0,,,,,,
75120,0,,,,,,
75180,0,,,,,,
75240,0,,,,,,
75300,0,,,,,,
75360,0,,,,,,
75420,0,,,,,,
75480,0,,,,,,
75540,0,,,,,,
75600,0,,,,,,
75660,0,,,,,,
75720,0,,,,,,
75780,0,,,,,,
75840,0,,,,,,
75900,0,,,,,,
75960,0,,,,,,
76020,0,,,,,,
76080,0,,,,,,
76140,0,,,,,,
76200,0,,,,,,
76260,0,,,,,,
76320,0,,,,,,
76380,0,,,,,,
76440,0,,,,,,
76500,0,,,,,,
76560,0,,,,,,
76620,0,,,,,,
76680,0,,,,,,
76740,0,,,,,,
76800,0,,,,,,
76860,0,,,,,,
76920,0,,,,,,
76980,0,,,,,,
77040,0,,,,,,
77100,0,,,,,,
77160,0,,,,,,
77220,0,,,,,,
77280,0,,,,,,
77340,0,,,,,,
77400,0,,,,,,
77460,0,,,,,,
77520,0,,,,,,
77580,0,,,,,,
77640,0,,,,,,
77700,0,,,,,,
77760,0,,,,,,
77820,0,,,,,,
77880,0,,,,,,
77940,0,,,,,,
78000,0,,,,,,
78060,0,,,,,,
78120,0,,,,,,
78180,0,,,,,,
78240,0,,,,,,
78300,0,,,,,,
78360,0,,,,,,
78420,0,,,,,,
78480,0,,,,,,
78540,0,,,,,,
78600,0,,,,,,
78660,0,,,,,,
78720,0,,,,,,
78780,0,,,,,,
78840,0,,,,,,
78900,0,,,,,,
78960,0,,,,,,
79020,0,,,,,,
79080,0,,,,,,
79140,0,,,,,,
79200,0,,,,,,
79260,0,,,,,,
79320,0,,,,,,
79380,0,,,,,,
79440,0,,,,,,
79500,0,,,,,,
79560,0,,,,,,
79620,0,,,,,,
79680,0,,,,,,
79740,0,,,,,,
79800,0,,,,,,
79860,0,,,,,,
79920,0,,,,,,
79980,0,,,,,,
80040,0,,,,,,
80100,0,,,,,,
80160,0,,,,,,
80220,0,,,,,,
80280,0,,,,,,
80340,0,,,,,,
80400,0,,,,,,
80460,0,,,,,,
80520,0,,,,,,
80580,0,,,,,,
80640,0,,,,,,
80700,0,,,,,,
80760,0,,,,,,
80820,0,,,,,,
80880,0,,,,,,
80940,0,,,,,,
81000,0,,,,,,
81060,0,,,,,,
81120,0,,,,,,
81180,0,,,,,,
81240,0,,,,,,
81300,0,,,,,,
81360,0,,,,,,
81420,0,,,,,,
81480,0,,,,,,
81540,0,,,,,,
81600,0,,,,,,
81660,0,,,,,,
81720,0,,,,,,
81780,0,,,,,,
81840,0,,,,,,
81900,0,,,,,,
81960,0,,,,,,
82020,0,,,,,,
82080,0,,,,,,
82140,0,,,,,,
82200,0,,,,,,
82260,0,,,,,,
82320,0,,,,,,
82380,0,,,,,,
82440,0,,,,,,
82500,0,,,,,,
82560,0,,,,,,
82620,0,,,,,,
82680,0,,,,,,
82740,0,,,,,,
82800,0,,,,,,
82860,0,,,,,,
82920,0,,,,,,
82980,0,,,,,,
83040,0,,,,,,
83100,0,,,,,,
83160,0,,,,,,
83220,0,,,,,,
83280,0,,,,,,
83340,0,,,,,,
83400,0,,,,,,
83460,0,,,,,,
83520,0,,,,,,
83580,0,,,,,,
83640,0,,,,,,
83700,0,,,,,,
83760,0,,,,,,
83820,0,,,,,,
83880,0,,,,,,
83940,0,,,,,,
84000,0,,,,,,
84060,0,,,,,,
84120,0,,,,,,
84180,0,,,,,,
84240,0,,,,,,
84300,0,,,,,,
84360,0,,,,,,
84420,0,,,,,,
84480,0,,,,,,
84540,0,,,,,,
84600,0,,,,,,
84660,0,,,,,,
84720,0,,,,,,
84780,0,,,,,,
84840,0,,,,,,
84900,0,,,,,,
84960,0,,,,,,
85020,0,,,,,,
85080,0,,,,,,
85140,0,,,,,,
85200,0,,,,,,
85260,0,,,,,,
85320,0,,,,,,
85380,0,,,,,,
85440,0,,,,,,
85500,0,,,,,,
85560,0,,,,,,
85620,0,,,,,,
85680,0,,,,,,
85740,0,,,,,,
85800,0,,,,,,
85860,0,,,,,,
85920,0,,,,,,
85980,0,,,,,,
86040,0,,,,,,
86100,0,,,,,,
86160,0,,,,,,
86220,0,,,,,,
86280,0,,,,,,
86340,0,,,,,,
86400,0,,,,,,
86460,0,,,,,,
86520,0,,,,,,
86580,0,,,,,,
86640,0,,,,,,
86700,0,,,,,,
86760,0,,,,,,
86820,0,,,,,,
86880,0,,,,,,
86940,0,,,,,,
87000,0,,,,,,
87060,0,,,,,,
87120,0,,,,,,
87180,0,,,,,,
87240,0,,,,,,
87300,0,,,,,,
87360,0,,,,,,
87420,0,,,,,,
87480,0,,,,,,
87540,0,,,,,,
87600,0,,,,,,
87660,0,,,,,,
87720,0,,,,,,
87780,0,,,,,,
87840,0,,,,,,
87900,0,,,,,,
87960,0,,,,,,
88020,0,,,,,,
88080,0,,,,,,
88140,0,,,,,,
88200,0,,,,,,
88260,0,,,,,,
88320,0,,,,,,
88380,0,,,,,,
88440,0,,,,,,
88500,0,,,,,,
88560,0,,,,,,
88620,0,,,,,,
88680,0,,,,,,
88740,0,,,,,,
88800,0,,,,,,
88860,0,,,,,,
88920,0,,,,,,
88980,0,,,,,,
89040,0,,,,,,
89100,0,,,,,,
89160,0,,,,,,
89220,0,,,,,,
89280,0,,,,,,
89340,0,,,,,,
89400,0,,,,,,
89460,0,,,,,,
89520,0,,,,,,
89580,0,,,,,,
89640,0,,,,,,
89700,0,,,,,,
89760,0,,,,,,
89820,0,,,,,,
89880,0,,,,,,
89940,0,,,,,,
90000,0,,,,,,
90060,0,,,,,,
90120,0,,,,,,
90180,0,,,,,,
90240,0,,,,,,
90300,0,,,,,,
90360,0,,,,,,
90420,0,,,,,,
90480,0,,,,,,
90540,0,,,,,,
90600,0,,,,,,
90660,0,,,,,,
90720,0,,,,,,
90780,0,,,,,,
90840,0,,,,,,
90900,0,,,,,,
90960,0,,,,,,
91020,0,,,,,,
91080,0,,,,,,
91140,0,,,,,,
91200,0,,,,,,
91260,0,,,,,,
91320,0,,,,,,
91380,0,,,,,,
91440,0,,,,,,
91500,0,,,,,,
91560,0,,,,,,
91620,0,,,,,,
91680,0,,,,,,
91740,0,,,,,,
91800,0,,,,,,
91860,0,,,,,,
91920,0,,,,,,
91980,0,,,,,,
92040,0,,,,,,
92100,0,,,,,,
92160,0,,,,,,
92220,0,,,,,,
92280,0,,,,,,
92340,0,,,,,,
92400,0,,,,,,
92460,0,,,,,,
92520,0,,,,,,
92580,0,,,,,,
92640,0,,,,,,
92700,0,,,,,,
92760,0,,,,,,
92820,0,,,,,,
92880,0,,,,,,
92940,0,,,,,,
93000,0,,,,,,
93060,0,,,,,,
93120,0,,,,,,
93180,0,,,,,,
93240,0,,,,,,
93300,0,,,,,,
93360,0,,,,,,
93420,0,,,,,,
93480,0,,,,,,
93540,0,,,,,,
93600,0,,,,,,
93660,0,,,,,,
93720,0,,,,,,
93780,0,,,,,,
93840,0,,,,,,
93900,0,,,,,,
93960,0,,,,,,
94020,0,,,,,,
94080,0,,,,,,
94140,0,,,,,,
94200,0,,,,,,
94260,0,,,,,,
94320,0,,,,,,
94380,0,,,,,,
94440,0,,,,,,
94500,0,,,,,,
94560,0,,,,,,
94620,0,,,,,,
94680,0,,,,,,
94740,0,,,,,,
94800,0,,,,,,
94860,0,,,,,,
94920,0,,,,,,
94980,0,,,,,,
95040,0,,,,,,
95100,0,,,,,,
95160,0,,,,,,
95220,0,,,,,,
95280,0,,,,,,
95340,0,,,,,,
95400,0,,,,,,
95460,0,,,,,,
95520,0,,,,,,
95580,0,,,,,,
95640,0,,,,,,
95700,0,,,,,,
95760,0,,,,,,
95820,0,,,,,,
95880,0,,,,,,
95940,0,,,,,,
96000,0,,,,,,
96060,0,,,,,,
96120,0,,,,,,
96180,0,,,,,,
96240,0,,,,,,
96300,0,,,,,,
96360,0,,,,,,
96420,0,,,,,,
96480,0,,,,,,
96540,0,,,,,,
96600,0,,,,,,
96660,0,,,,,,
96720,0,,,,,,
96780,0,,,,,,
96840,0,,,,,,
96900,0,,,,,,
96960,0,,,,,,
97020,0,,,,,,
97080,0,,,,,,
97140,0,,,,,,
97200,0,,,,,,
97260,0,,,,,,
97320,0,,,,,,
97380,0,,,,,,
97440,0,,,,,,
97500,0,,,,,,
97560,0,,,,,,
97620,0,,,,,,
97680,0,,,,,,
97740,0,,,,,,
97800,0,,,,,,
97860,0,,,,,,
97920,0,,,,,,
97980,0,,,,,,
98040,0,,,,,,
98100,0,,,,,,
98160,0,,,,,,
98220,0,,,,,,
98280,0,,,,,,
98340,0,,,,,,
98400,0,,,,,,
98460,0,,,,,,
98520,0,,,,,,
98580,0,,,,,,
98640,0,,,,,,
98700,0,,,,,,
98760,0,,,,,,
98820,0,,,,,,
98880,0,,,,,,
98940,0,,,,,,
99000,0,,,,,,
99060,0,,,,,,
99120,0,,,,,,
99180,0,,,,,,
99240,0,,,,,,
99300,0,,,,,,
99360,0,,,,,,
99420,0,,,,,,
99480,0,,,,,,
99540,0,,,,,,
99600,0,,,,,,
99660,0,,,,,,
99720,0,,,,,,
99780,0,,,,,,
99840,0,,,,,,
99900,0,,,,,,
99960,0,,,,,,
100020,0,,,,,,
100080,0,,,,,,
100140,0,,,,,,
100200,0,,,,,,
100260,0,,,,,,
100320,0,,,,,,
100380,0,,,,,,
100440,0,,,,,,
100500,0,,,,,,
100560,0,,,,,,
100620,0,,,,,,
100680,0,,,,,,
100740,0,,,,,,
100800,0,,,,,,
100860,0,,,,,,
100920,0,,,,,,
100980,0,,,,,,
101040,0,,,,,,
101100,0,,,,,,
101160,0,,,,,,
101220,0,,,,,,
101280,0,,,,,,
101340,0,,,,,,
101400,0,,,,,,
101460,0,,,,,,
101520,0,,,,,,
101580,0,,,,,,
101640,0,,,,,,
101700,0,,,,,,
101760,0,,,,,,
101820,0,,,,,,
101880,0,,,,,,
101940,0,,,,,,
102000,0,,,,,,
102060,0,,,,,,
102120,0,,,,,,
102180,0,,,,,,
102240,0,,,,,,
102300,0,,,,,,
102360,0,,,,,,
102420,0,,,,,,
102480,0,,,,,,
102540,0,,,,,,
102600,0,,,,,,
102660,0,,,,,,
102720,0,,,,,,
102780,0,,,,,,
102840,0,,,,,,
102900,0,,,,,,
102960,0,,,,,,
103020,0,,,,,,
103080,0,,,,,,
103140,0,,,,,,
103200,0,,,,,,
103260,0,,,,,,
103320,0,,,,,,
103380,0,,,,,,
103440,0,,,,,,
103500,0,,,,,,
103560,0,,,,,,
103620,0,,,,,,
103680,0,,,,,,
103740,0,,,,,,
103800,0,,,,,,
103860,0,,,,,,
103920,0,,,,,,
103980,0,,,,,,
104040,0,,,,,,
104100,0,,,,,,
104160,0,,,,,,
104220,0,,,,,,
104280,0,,,,,,
104340,0,,,,,,
104400,0,,,,,,
104460,0,,,,,,
104520,0,,,,,,
104580,0,,,,,,
104640,0,,,,,,
104700,0,,,,,,
104760,0,,,,,,
104820,0,,,,,,
104880,0,,,,,,
104940,0,,,,,,
105000,0,,,,,,
105060,0,,,,,,
105120,0,,,,,,
105180,0,,,,,,
105240,0,,,,,,
105300,0,,,,,,
105360,0,,,,,,
105420,0,,,,,,
105480,0,,,,,,
105540,0,,,,,,
105600,0,,,,,,
105660,0,,,,,,
105720,0,,,,,,
105780,0,,,,,,
105840,0,,,,,,
105900,0,,,,,,
105960,0,,,,,,
106020,0,,,,,,
106080,0,,,,,,
106140,0,,,,,,
106200,0,,,,,,
106260,0,,,,,,
106320,0,,,,,,
106380,0,,,,,,
106440,0,,,,,,
106500,0,,,,,,
106560,0,,,,,,
106620,0,,,,,,
106680,0,,,,,,
106740,0,,,,,,
106800,0,,,,,,
106860,0,,,,,,
106920,0,,,,,,
106980,0,,,,,,
107040,0,,,,,,
107100,0,,,,,,
107160,0,,,,,,
107220,0,,,,,,
107280,0,,,,,,
107340,0,,,,,,
107400,0,,,,,,
107460,0,,,,,,
107520,0,,,,,,
107580,0,,,,,,
107640,0,,,,,,
107700,0,,,,,,
107760,0,,,,,,
107820,0,,,,,,
107880,0,,,,,,
107940,0,,,,,,
108000,0,,,,,,
108060,0,,,,,,
108120,0,,,,,,
108180,0,,,,,,
108240,0,,,,,,
108300,0,,,,,,
108360,0,,,,,,
108420,0,,,,,,
108480,0,,,,,,
108540,0,,,,,,
108600,0,,,,,,
108660,0,,,,,,
108720,0,,,,,,
108780,0,,,,,,
108840,0,,,,,,
108900,0,,,,,,
108960,0,,,,,,
109020,0,,,,,,
109080,0,,,,,,
109140,0,,,,,,
109200,0,,,,,,
109260,0,,,,,,
109320,0,,,,,,
109380,0,,,,,,
109440,0,,,,,,
109500,0,,,,,,
109560,0,,,,,,
109620,0,,,,,,
109680,0,,,,,,
109740,0,,,,,,
109800,0,,,,,,
109860,0,,,,,,
109920,0,,,,,,
109980,0,,,,,,
110040,0,,,,,,
110100,0,,,,,,
110160,0,,,,,,
110220,0,,,,,,
110280,0,,,,,,
110340,0,,,,,,
110400,0,,,,,,
110460,0,,,,,,
110520,0,,,,,,
110580,0,,,,,,
110640,0,,,,,,
110700,0,,,,,,
110760,0,,,,,,
110820,0,,,,,,
110880,0,,,,,,
110940,0,,,,,,
111000,0,,,,,,
111060,0,,,,,,
111120,0,,,,,,
111180,0,,,,,,
111240,0,,,,,,
111300,0,,,,,,
111360,0,,,,,,
111420,0,,,,,,
111480,0,,,,,,
111540,0,,,,,,
111600,0,,,,,,
111660,0,,,,,,
111720,0,,,,,,
111780,0,,,,,,
111840,0,,,,,,
111900,0,,,,,,
111960,0,,,,,,
112020,0,,,,,,
112080,0,,,,,,
112140,0,,,,,,
112200,0,,,,,,
112260,0,,,,,,
112320,0,,,,,,
112380,0,,,,,,
112440,0,,,,,,
112500,0,,,,,,
112560,0,,,,,,
112620,0,,,,,,
112680,0,,,,,,
112740,0,,,,,,
112800,0,,,,,,
112860,0,,,,,,
112920,0,,,,,,
112980,0,,,,,,
113040,0,,,,,,
113100,0,,,,,,
113160,0,,,,,,
113220,0,,,,,,
113280,0,,,,,,
113340,0,,,,,,
113400,0,,,,,,
113460,0,,,,,,
113520,0,,,,,,
113580,0,,,,,,
113640,0,,,,,,
113700,0,,,,,,
113760,0,,,,,,
113820,0,,,,,,
113880,0,,,,,,
113940,0,,,,,,
114000,0,,,,,,
114060,0,,,,,,
114120,0,,,,,,
114180,0,,,,,,
114240,0,,,,,,
114300,0,,,,,,
114360,0,,,,,,
114420,0,,,,,,
114480,0,,,,,,
114540,0,,,,,,
114600,0,,,,,,
114660,0,,,,,,
114720,0,,,,,,
114780,0,,,,,,
114840,0,,,,,,
114900,0,,,,,,
114960,0,,,,,,
115020,0,,,,,,
115080,0,,,,,,
115140,0,,,,,,
115200,0,,,,,,
115260,0,,,,,,
115320,0,,,,,,
115380,0,,,,,,
115440,0,,,,,,
115500,0,,,,,,
115560,0,,,,,,
115620,0,,,,,,
115680,0,,,,,,
115740,0,,,,,,
115800,0,,,,,,
115860,0,,,,,,
115920,0,,,,,,
115980,0,,,,,,
116040,0,,,,,,
116100,0,,,,,,
116160,0,,,,,,
116220,0,,,,,,
116280,0,,,,,,
116340,0,,,,,,
116400,0,,,,,,
116460,0,,,,,,
116520,0,,,,,,
116580,0,,,,,,
116640,0,,,,,,
